city,genres_list,tags_list,user_id
Greenville,"['Hip-hop & Rap', 'TRAP GOSPEL', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Trap', 'Hip-hop & Rap', 'Pop\\ Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Trap', 'Jamrap', 'Hip Hop', 'Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'the orgy', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'hip-hop/rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'R&B & Soul', 'Hip-hop & Rap', 'Hip-hop & Rap', 'R&b/hip Hop', 'Hip-hop & Rap', 'Hip-hop & Rap', 'rook']","['Rap atg City grudge dmor', 'zelly jawnzel frizzy ""lil frizy"" ""frizzy fresh"" ""lil frizzy fresh"" ""tom cruise"" ""big head"" ""kill big head"" ""big head on the beat"" okc ""loud city"" ""oklahoma city"" oklahoma', 'rap Trap 407 ""worldstarr ""', '""Hip Hop"" Rap New', 'comment subscribe follow follow4follow cod dailyposts memesdaily callofduty picture weekend 3017 summer NoUTurnzCampaign FleekoSuave SuaveGemStar YoungFleeko AlignTheStars Glosept', 'frankiewaterz ft javu nesto operator boston music', '""Hip Hop"" Rap', '""Hip Hop"" ""rayzor laflairr"" bigjonpromotions Rap', 'Joshua Charles whalen', 'Blues', '""Dirty South"" ""turn up""', 'soundcloud:source=android-3rdparty-upload', 'Rap music indie major ""major indie"" ""against the grain"" rome ""durtie souf"" souf atg atgr tnds grain records label huh greenville ""c four"" tru biznessman ""the shark"" ""fuk a a major"" ""we major indie"" ""indie world""', 'soundcloud:source=android-3rdparty-upload', 'OrgyonMrs MSO MultipleScreamingOrgasms VAHIPHOP JOINTHEORGY', '""shhhh "" SHHHHOHIO', 'soundcloud:source=android-3rdparty-upload', 'Rap ""Hip Hop"" Dope Drip Cameup RichForever NY Brooklyn Pop New PCTay PC Lowend 303 808 Cloudgrove House Astral Summer Masteredbylandr', 'mix mixed master mastered hot new shit air em out on top banger banging bossin boston hatin hating rabbit sitting ducks haha lol lmao rofl roflmfao', 'Vibe pikasso the Kid NevaEnd Chill Dope ""Easy Listening"" soundcloud Deep Trippy autotune InVision Films Rap ""Hip Hop"" Smooth Mellow Story Storytelling vibey Day dreaming soft Heavy wow', 'Hip-hop Rap Focus ""Da Kid Lu"" L3 ""NICE The Creative Group"" TRIBE', 'Hip-Hop', 'haters diss love ""rakum empire""', 'Rap atg majorindie indie City c4 Green ayde dot Music single fans label ""indie label"" ""against the grain"" durtie Soul ""durtie msuic"" dmor huuh atgr tnds', '""Hip Hop"" music newmusicfriday musicmonday newrelease undergroundhiphop rap rapper vibes trap trappin trapmusic straightfromtheunderground beats rnb rapmusic hiphopvibes rapvibes rapnation trapnation', '""stoner rap"" rap ""Hip Hop"" chill study workout party smoke weed bud 420 midwest original kansas wichita colorado free download punknub toucon', 'Rap ""Hip Hop"" Trap Underground Urban Pop weed mary jane fbna', '""Hip Hop"" rap bass south message', 'trap ""r&b "" relationship novitide newwave', 'ATGR B2Da3rd Wavy ""B Young"" ""Rell City""', 'frankie waterz ft nesto make love to me boston based artist', 'YG TUPAC ""SNOOP DOGG"" ""KENDRICK LAMAR"" ""WEST COAST"" ""WEST SIDE"" Music ""Hip Hop""', 'love 2017 mask zaniyah rook baby ""blank stare""', '""indie "" alternativerap miamirap miamimusic broward 305 954 ""Hip Hop"" humanmusic kendrick jcole']",297238601.0
"San Antonio, TX",['Country'],[],287694923.0
"Los Angeles, CA","['dont', 'Abracadabra', 'Melodic Dubstep']","['let me go natasha mira music medieval pop game of thrones reign the tudors', 'Natasha Mira NatashaMira Medieval Pop ""Game of Thrones"" MedievalPop Reign TheT The Tudors Music Singer Songwriter Dubstep medieval']",91070548.0
PhiLadeLPHIA,"['Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'World', 'ballad rnb', 'World', 'Chris Brown', 'jeezy', 'R&B', 'Hip-hop & Rap', 'Hip Hop', 'Rap']","['Rap ""Hip Hop"" R&B', 'Rap ""Hip Hop""', '""French Montana""', 'Rap', '""Hip Hop"" ""rap ""', 'Timmy b productions piano ballad beat rnb', 'Rap ""Hip Hop""', 'Tyga Bitches Marijuana ""Moe Williams"" Edit ""Hip Hop"" RnB ""Black Music"" Extended Mix 2015 ""Fan of a Fan"" Album FanOfAFan', 'Tarence-Iverson', 'African', 'red cafe fly together rick ross ryan leslie diddy bad boy']",145170541.0
united states,['Bigroom'],[],94814337.0
Atlanta Ga,"['R&B & Soul', 'timing', 'New', 'zayreton', 'quahan', 'ERA']","['R&B ""Hip Hop"" ""tory "" lanez jacquees AugustAlsina Smooth NewTalent Singer', 'zayreton slaton quahan zavion williams rhein beamon collaboration ""Hip Hop"" R&B featuring original', 'Beat Beats Logic Rap Radio Drake Hot Hit ""Hip Hop"" Music', 'quahan slaton link up zavion williams tsean webb aujanee featuring ""Hip Hop"" collaboration original', 'zayreton slaton all that matters cover R&B solo', 'soundcloud:source=android-record', 'Erus Davenport Alonzo Collier Ronald Hunt Dats Nothin']",100098183.0
W O R L D W I D E,['HardHouseRadio'],"['Edm HardHouse BigRoom Dance Mix Podcast ""Underground Producers""']",174514317.0
"Tampa, Florida","['Dance & EDM', 'Religion & Spirituality', 'Kygo', 'RELAXING', 'Hip-hop & Rap', 'Electronic', 'Complextro', 'Complextro', 'Future', 'Tech house', 'Tech House', 'TRAP/JUICY/ELECTRONIC/SCREW', 'Techno', 'Electronica', 'Ellie Goulding', 'LainieDeetschCover', 'Pop', 'Melodic', 'Dance', 'Pop', 'Deep House', 'Electro', 'Piano', 'Rock', 'Worldmusic', 'Pop']","['Yiruma River flows in you', 'House Electro Electronic Festival', 'meditation relaxation', 'The Weeknd High For This Ellie Goulding Cover Kygo Remix New 2013 Melodic Deep House Chillout Relax Summer', 'PIANO', 'House ""Dance Pop"" ""Tropical House"" Electronic Festival Sunrise Sunset', 'Funk Reggaeton ""Hip Hop""', 'Rage Weekend Party Dance', 'Electro Dubstep Pokemon Pikachu Nintendo House free download', '808 Chill Trap Electronic Dance Music Vocal', 'Techno Experimental ""Deep House"" House Dance ""Naughty Bear"" Electronic ""Future music"" ""Future Dance"" Groove Bassline', 'Techno ""Deep House"" House Dance Bassline ""Naughty Bear"" Beat Mix Club', 'kny factory trap remix eiffel65 blue eiffel 65 hiphop electronic free download montreal bauuer flosstradamus djcarnage carnage', '""Tech House"" Electronic Club ""Deep House"" House Deep Vibe ""Naughty Bear""', 'Matoma Samuraii ""Astrid S"" ""Hakuna Matoma"" Remix House Dance Electronic ""Tropical House""', '""ariana grande"" ""dangerous woman"" snl ""dangerous woman live"" ""snl live""', 'Hozier ""Take Me to Church"" Burn Halcyon Lights ""The Writer"" ""Anything Could Happen"" ""Goodness Gracious"" ""Beating Heart"" ""Love Me Like You"" ""Fifty Shades of Grey"" Outside Pop ""Starry Eyed"" ""Figure 8""', 'SelenaGomez Remake Cover goodforyou newmusic Artist trending louisville selenagomezgoodforyou goodforyouselenagomezcover', 'Kygo Labrinth Fragile', 'Future Bass Dubstep Illenium Kask Kaskade Porter Robinson Odesza ""Sound Remedy"" Vanic ""Adventure Club"" hipster', 'addal I see fire feat jasmine thompson ed sheeran cover new 2014 hit emotional love lovers romantic girl model sexy free download deep house chill relax', 'Future Pop Chill Electronic Downtempo ""Electronic Pop"" Chillout Ferraz Cozy EmpriseMusic']",141246612.0
Paso Robles,['Country'],[],71770261.0
Glendora,"['kill yourself', 'Grunge Rap', 'Grunge Rap']","['rap ""Hip Hop""']",132792477.0
Atlanta,"['vague002', '2much', 'MurderHeWrote', 'TwoFaced ', 'HipHop ', 'Hit The Floor Rap Step', 'hot', 'a1reedup']","['Opportunist Fake FakeFriends FakeLove SmittickWesson ""When Its Goin"" ""Paid In Full"" Opportunity NoLove ""Fake Friends"" ""Two faced"" Liars MetroBoomin', 'Positive Growth Uplifting Fatherhood ""Fathers Day"" Family Rap Tune ""Kendrick Lamar"" J.Cole Parenting Parent tupac 2pac Real ""Real shit"" RNS 100', 'new rnb rap banger hit future tyga ""Hip Hop"" Music pop Sexy love Hate Passion passionate relationships player pimp clingy addicted addiction drugs narcotic']",78872736.0
Fairbanks,"['Trap', 'Hip-hop & Rap', 'gospel', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Psychedelic Soul', 'taywalker', 'R&B', 'Marian', 'its1111', 'R&B ', 'R&B', 'rock', 'archduke', 'Hip-hop & Rap', 'remix ', 'Rnb', 'J Speaks']","['Smooth R&B Rap Hot New 2017 ghost music Fun Funky Happy Love true ""lil wayne"" drake ""jhene aiko"" Fresh Underground Best Hit', 'Trippy', 'Instrumental ""Instrumental Hip Hop"" Beats Beat ""Hip Hop"" Rap Electronic Electro Edm Инструментал Рэп Хип-хоп kayhey', 'mine cover iman ""iman europe"" imaneurope solonge rnb Soul ""psychedelic soul"" acousitc Guitar eqstudios Female singer good soothing ""valentine\'s day"" nyc new york cali california y sex vibe miine Cover medley contraband contrabandprod ovo drake partyomo R&amp;B partynextdoor2 Album ""party next door"" ovoxo octobersveryown chill California ""new york"" ""Hip Hop"" rap Caterpillar brooklyn bronx manhattan queens female Artist ""female rapper"" art NewNY ""Psychedelic Soul"" ""New Age"" ""Wolf Cry"" Art Rap ""Top Ramen"" Ice Cold IceCold R&amp;b Rocket', 'Theinternet 25hoursaday', 'remix tlc noscrubs hewanmusic hewan cover mashup r&amp;b', 'Mereba September', '""SALL GOOD"" 11:11 ""TORONTO R&B""', 'WAVY', 'Acoustic Cover André 3000 Prototype Cole Porter Night and Day JoJo Joanna Levesque Jinjoo Lee The Fender Sessions 2012 Live', 'rnb soul alternative pop folk', '""charity croff"" ""jacob denzel"" ""carnage swank"" sono ""benjamin earl turner"" ""fakulty studios"" ""concrete garden"" sonoluminescence', '""Hip Hop"" Rap ""ConsciousRap "" ""VirginiaHipHop "" ""Music Production"" ""Beats "" ""Instrumental "" ""Karma Song "" ""Imitation of Life "" ""ReaperKussion ""', 'Anime Ost naruto anime', 'NotJustAWriter ""Ghost U Like It I Love It"" ""Heat the Hottest"" ""Fred Nice"" ""Hol Up"" bluev808 hotnewhiphop worldstarhiphop ""John Speaks""']",108593313.0
Lancaster,"['madebydubs', 'Hip-hop & Rap', 'Mixtape', 'R&B & Soul', 'ready for the world', 'R&B & Soul', 'R&B & Soul', 'While You Wait ', 'Electronic', 'Dream Pop', 'Dream Pop', 'Devon Baldwin', 'DevonBaldwin', 'Devon Baldwin', 'Electronic Pop', 'Dream Pop', 'Dream Pop ', 'a thing by oshi', 'Hip-hop & Rap', 'audiomack', 'Hip-hop & Rap', 'Rap', 'Rap', 'Hip-hop & Rap', 'Electronic', 'Alternative Pop', 'Hip hop', 'Hip hop', 'Hip hop', 'indie hop', 'indie hop', 'hip hop', 'hip hop', 'hip hop', 'Hip hop', 'hip hop', 'hip hop ', 'hip hop', 'hip hop', 'Hip hop', 'Hip-hop/rap', 'hip hop', 'Hip-hop/rap', 'devon']","['Brightside Made By Dubs BPE BluePalmsEntertainment', '""9th Wonder"" G-Eazy', 'Blackbear MiddleAmerica Middle Maerica Cool Mixtape', 'dead', 'inoj blackbear', '""bus it"" blackbear boogie neyo plies rnb r&b black bear ""drink bleach"" ""bust it"" Baby ""bust it baby"" ""part 3"" Original Remix', '""no service"" mountains ""cheryl blossom"" ""hot tub""', 'blackbear ""skizzy mars"" ""travis mills"" ""while you wait"" ""hiphop #pop""', '""Dream Pop"" Electronic Pop ""Devon Baldwin"" ""Christoph Andersson"" Hero ""Bay Area"" ""New Orleans"" Vermont', '""Devon Baldwin"" Refuse 4e Lungs ""Bay Area"" Oakland Pop R&B ""San Francisco""', '""Devon Baldwin"" Blame 4e Lungs Pop R&B ""Bay Area"" Oakland ""San Francisco"" ""Los Angeles""', '""Christoph Andersson"" ""Dream Pop"" Pop R&B ""bay area"" ""san francisco"" ""new orleans"" oakland ""skizzy mars"" ""Electronic Pop""', 'TheSnowman ""Christoph Andersson"" ""Dream Pop"" Pop R&B Cover ""Bay Area"" Oakland ""San Francisco""', '4e MAJORS ""Dream Pop"" Pop R&B ""Bay Area"" Oakland ""San Francisco""', 'Electro Pop Chill DevonBaldwin Christoph Andersson', '""Devon Baldwin""', '""Devon Baldwin"" ""Christoph Andersson"" ""San Francisco"" ""Bay Area"" ""New Orleans"" Pop ""Lungs EP""', 'oshi noir sound', 'G-Eazy SoMuchBetter PlayneJames', 'datpiff ""Hip Hop"" rnb', 'G-Eazy InTheMeantime Dj Mustard Quavo Migos', 'Warriors Remix', 'my babe troye sivan trap hip hop jazz swing pop', 'g-eazy Dear Ms Phenomenal Handclap band amber rose', 'jai paul btstu g-eazy kings the outsider', 'g-eazy outsider chippy nonstop dj carnage hip hop electronic', 'cults remix g-eazy netflix outside outsider indie rap samples', 'g-ezy team rbot run a endless summer ep hip hop new o orleans', 'generationals hip hop indie sample g-eazy endless summer make-up sex', 'g-eazy erika flowers endless summer', 'dj jive endless summer g-eazy', 'g-eazy reefer madness', 'skizzy mars g-eazy endless summer', 'outta pocket rmx remix sonny shotz skizzy mars g-eazy chippy aquaforce future endless summer', 'mod un g-eazy meta rappin a$$ ass rappers rap hip hop hip-hop endless s summer', 'g-eazy dominique lejeune indie rap hiphop marilyn', 'g-eazy mad devon baldwin doowop marilyn', 'g-eazy plastic dreams vibe must be nice devon christoph andersson', 'g-eazy hoodie allen lady killers must be nice', 'christoph andersson g-eazy']",72097959.0
New York,"['Techno', 'Techh']",['techno Tech technosis'],178380972.0
Jacksonville,"['Hip-hop & Rap', 'R&B & Soul', 'Hip Hop', 'Hip-hop/rap']","['Beat Beats Instrumental Reason Rap Original Orchestral Piano Guitar Production Producer Film Video', 'hiphop rap']",101318834.0
